id,sehir,yas,tarih,korumaemri,neden1,neden2,katil1,katil2,oldurmeyolu1,oldurmeyolu2,oldurmeyolu3,katildurumu,yil
2110, Karabuk , Resit , 12/05/2018 ,   Var ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2111, Karaman ,, 12/06/2018 ,   Yok ,Namus,,Kocasi,,Darp,,, Tutuklu ,2018
2112, Karaman , Resit , 12/06/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Araniyor ,2018
2113, Kars , Resit , 12/08/2018 ,   Yok,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2114, Kayseri , Resit , 12/12/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Intihar ,2018
2115, Kirikkale ,, 13/02/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2116, Kirikkale , Resit , 13/03/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2117, Kirikkale , Resit , 13/03/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Darp,,, Tutuklu ,2018
2118, Kocaeli , Resit , 13/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2119, Kocaeli ,, 13/06/2018 ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,, Kacak ,2018
2120, Kocaeli ,, 13/07/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2121, Kocaeli ,, 13/08/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Darp,,, Tutuklu,2018
2122, Kocaeli , Resit , 13/08/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2123, Kocaeli , Resit Degil , 13/09/2018 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2018
2124, Kocaeli , Resit , 13/09/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2018
2125, Konya , Tespit Edilemeyen , 13/11/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2126, Konya , Resit , 13/12/2018 ,   Yok ,Tespit Edilemeyen,,Eski Damadi,,Atesli Silah,,, Intihar ,2018
2127, Konya ,, 14/02/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2128, Konya , Resit  , 14/02/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2018
2129, Konya , Resit , 14/03/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2130, Konya , Resit , 14/05/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2131,Istanbul, Resit , 14/06/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2132,Istanbul, Resit , 14/06/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2018
2133,Istanbul, Resit , 14/06/2018 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2134, Kutahya ,, 14/07/2018 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2135, Malatya , Resit , 14/09/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2136, Manisa ,, 14/10/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2137, Manisa , Resit , 14/12/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2138, Manisa , Resit , 14/12/2018 ,   Yok ,Namus,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2139, Manisa , Resit , 14/12/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2018
2140, Mardin , Resit , 15/02/2018 ,   Yok ,Tartisma,,Damadi,,Atesli Silah,,, Tutuklu ,2018
2141, Mardin ,, 15/02/2018 ,   Yok  ,Kizini Korurken,,Damadi,,Atesli Silah,,, Tutuklu ,2018
2142, Mardin , Resit , 15/02/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2143, Mersin , Resit Degil , 15/03/2018 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2018
2144, Mersin , Resit , 15/03/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Intihar ,2018
2145, Mersin , Resit , 15/05/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2018
2146, Mugla ,, 15/09/2018 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Intihar ,2018
2147, Mugla ,, 15/09/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Yakilma,,, Tutuklu ,2018
2148, Nevsehir , Resit , 15/12/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2018
2149, Nevsehir , Resit , 15/12/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Intihar ,2018
2150, Ordu , Resit , 16/02/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2018
2151, Ordu , Resit , 16/03/2018 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2152, Osmaniye , Resit , 16/03/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2153, Rize ,Resit, 16/05/2018 ,   Yok ,Bosanma,,Erkek Kardesi,,Atesli Silah,,,,2018
2154, Sakarya ,Resit, 16/06/2018 ,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,,,2018
2155, Samsun , Resit , 16/09/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2156, Samsun ,, 16/09/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2157, Samsun , Resit , 16/11/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Sorusturma Suruyor ,2018
2158, Sanliurfa ,, 17/01/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Kacak ,2018
2159, Sanliurfa , Resit , 17/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2018
2160, Sanliurfa ,, 17/02/2018 ,   Yok ,Tartisma,,Kocasi,,Vurucu Alet,,, Tutuklu ,2018
2161, Sivas , Resit , 17/05/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2162, Tekirdag , Resit , 17/07/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Sorusturma Suruyor ,2018
2163, Tekirdag ,, 17/07/2018 ,   Yok ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,, Tespit Edilemeyen,2018
2164, Tekirdag ,, 17/08/2018 ,   Yok ,Nefret,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2165, Tekirdag , Resit , 17/08/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2166, Trabzon ,, 17/10/2018 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Intihar ,2018
2167, Tunceli , Resit , 17/12/2018 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Atesli Silah,Darp,, Tutuklu ,2018
2168, Yalova , Resit , 18/02/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2018
2169, Yalova , Resit Degil , 18/02/2018 ,   Yok ,Tecavuz,,Tanimadigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2018
2170, Yalova , Resit , 18/02/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2018
2171, Zonguldak , Resit , 18/04/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2172, Zonguldak ,, 18/04/2018 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2173, Zonguldak ,, 18/04/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,Tespit Edilemeyen,2018
2174,,, 18/07/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Komsusu,,Iskence,,,,2018
2175,,, 18/08/2018 ,   Var ,Tartisma,,Kocasi,,Kesici Alet,,,,2018
2176,,, 18/10/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Tespit Edilemeyen,,,,2018
2177,,, 18/10/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2178,,, 18/12/2018 ,   Yok ,Tespit Edilemeyen,,Eski sevgilisi,,Kesici Alet,,,,2018
2179,,, 18/12/2018 ,   Yok ,Arkadasini Korurken,,Tanidigi Birisi,,Atesli Silah,,,,2018
2180,,, 18/12/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2018
2181,,, 18/12/2018 ,   Yok ,Bosanma,,Ailesi,Erkek Kardesi,Kesici Alet,,,,2018
2182,,, 18/12/2018 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Atesli Silah,,,,2018
2183,,, 18/12/2018 ,   Tespit Edilemeyen ,Ayrilik,,Eski Nisanlisi,,Atesli Silah,,,,2018
2184,,, 19/02/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,,,2018
2185,,, 19/02/2018 ,   Tespit Edilemeyen,Bosanma,,Kocasi,,Kesici Alet,,,,2018
2186,,, 19/02/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,,,,2018
2187,,, 19/05/2018 ,   Tespit Edilemeyen ,Kadin hayatina dair bir karar vermek istedigi icin,,Kocasi,,Tespit Edilemeyen,,,,2018
2188,,, 19/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2018
2189,,, 19/07/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2190,,, 19/08/2018 ,   Yok ,Kiskanclik,,Akrabasi,,Atesli Silah,,,,2018
2191,,, 19/08/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2018
2192,,, 19/09/2018 ,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Iskence,,,,2018
2193,,, 19/09/2018 ,   Yok ,Nefret,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2194,,, 19/09/2018 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Sevgilisi,,Darp,,,,2018
2195,,, 19/09/2018 ,   Var,Reddedilme,,Kocasi,,Atesli Silah,,,,2018
2196,,, 19/10/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2018
2197,,, 19/10/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2018
2198,,, 19/10/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2018
2199,,, 19/12/2018 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Atesli Silah,,,,2018
2200,,, 19/12/2018 ,   Yok ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2018
2201,,, 20/02/2018 ,   Yok ,Tartisma,,Abisi,,Darp,,,,2018
2202,,, 20/02/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2203,,, 20/02/2018 ,   Yok ,Kiskanclik,,Sevgilisi,,Bogulma,,,,2018
2204,,, 20/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2018
2205,,, 20/03/2018 ,   Yok ,Tespit Edilemeyen,,Kayinpederi,,Atesli Silah,,,,2018
2206,,, 20/03/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2018
2207,,, 20/04/2018 ,   Yok ,Ayrilik,,Eski Nisanlisi,,Atesli Silah,,,,2018
2208,,, 20/05/2018 ,   Yok ,Tartisma,,Akrabasi,,Atesli Silah,,,,2018
2209,,, 20/06/2018 ,   Yok ,Tartisma,,Erkek Kardesi,,Atesli Silah,,,,2018
2210,,, 20/06/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2018
2211,,, 20/06/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2212,,, 20/06/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Tespit Edilemeyen,,,,2018
2213,,, 20/06/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2018
2214,,, 20/06/2018 ,   Yok ,Tespit Edilemeyen,,Babasi,,Bogulma,,,,2018
2215,,, 20/08/2018 ,   Yok ,Platonik Ask,,Tanidigi Birisi,,Atesli Silah,,,,2018
2216,,, 20/09/2018 ,   Tespit Edilemeyen,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2217,,, 20/11/2018 ,   Yok  ,Terk Edilme,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2218,,, 20/12/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Erkek Kardesi,,Kesici Alet,,,,2018
2219,,, 20/12/2018 ,   Var ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2220,,, 21/04/2018 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2221,,, 21/05/2018 ,   Yok ,Hirsizlik,,Tanimadigi Birisi,,Tespit Edilemeyen,,,,2018
2222,,, 21/05/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Darp,,,,2018
2223,,, 21/05/2018 ,   Yok,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Babasi,,Kesici Alet,,,,2018
2224,,, 21/07/2018 ,   Yok ,Aldatma,,Sevgilisi,,Tespit Edilemeyen,,,,2018
2225,,, 21/08/2018 ,   Yok ,Tespit Edilemeyen,,Erkek Kardesi,,Atesli Silah,,,,2018
2226,,, 21/09/2018 ,   Tespit Edilemeyen ,Para,,Akrabasi,,Kesici Alet,,,,2018
2227,,, 21/09/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Yuksekten Dusme,,, Tutuklu ,2018
2228,,, 21/10/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2018
2229,,, 21/10/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,,,2018
2230,,, 21/10/2018 ,   Yok ,Para,,Kocasi,,Atesli Silah,,,,2018
2231,,, 21/12/2018 ,   Yok ,Kizini Korurken,,Damadi,,Kesici Alet,,,,2018
2232,,, 21/12/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,,,2018
2233,,, 21/12/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Dini Nikahli Esi,,Kesici Alet,,,,2018
2234,,, 22/01/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2235,,, 22/01/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2018
2236,,, 22/01/2018 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2237,,, 22/03/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2238,,, 22/04/2018 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,,,2018
2239,,, 22/06/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Uvey Oglu,,Atesli Silah,,,,2018
2240,,, 22/06/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Iskence,,,,2018
2241,,, 22/09/2018 ,   Var ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2018
2242,,, 22/09/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,,,2018
2243,,, 22/09/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,,,2018
2244,,, 22/10/2018 ,   Yok ,Nefret,,Tespit Edilemeyen,,Kesici Alet,,,,2018
2245,,, 22/11/2018 ,   Yok ,Akrabalarini Korurken,,Eski Enistesi,,Atesli Silah,,,,2018
2246,,, 22/12/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,,,2018
2247,,, 22/12/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,,,2018
2248,,, 22/12/2018 ,   Yok ,Kiskanclik,,Sevgilisi,,Atesli Silah,,,,2018
2249,,, 22/12/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2250,,, 22/12/2018 ,   Yok ,Ayrilik,,Kocasi,,Tespit Edilemeyen,,,,2018
2251,,, 23/01/2018 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2018
2252,,, 23/01/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Atesli Silah,,,,2018
2253,,, 23/01/2018 ,   Yok ,Ayrilik,,Sevgilisi,,Kesici Alet,,,,2018
2254,,, 23/02/2018 ,   Yok ,Nefret,,Erkek Kardesi,,Tespit Edilemeyen,,,,2018
2255,,, 23/06/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Akrabasi,,Kesici Alet,,,,2018
2256,,, 23/06/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2018
2257,,, 23/06/2018 ,   Yok ,Kiskanclik,,Sevgilisi,,Bogulma,,,,2018
2258,,, 23/09/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Tanidigi Birisi,,Atesli Silah,,,,2018
2259,,, 23/10/2018 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2018
2260,,, 23/10/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Yuksekten Dusme,,,,2018
2261,,, 24/01/2018 ,   Yok ,Nefret,,Tanidigi Birisi,,Kesici Alet,,,,2018
2262,,, 24/02/2018 ,   Var ,Bosanma,,Kocasi,,Kesici Alet,,,,2018
2263,,, 24/02/2018 ,   Tespit Edilemeyen ,Reddedilme,,Sevgilisi,,Tespit Edilemeyen,,,,2018
2264,,, 24/03/2018 ,   Yok ,Para,,Tanidigi Birisi,,Atesli Silah,,,,2018
2265,,, 24/04/2018 ,   Tespit Edilemeyen,Bosanma,,Kocasi,,Atesli Silah,,,,2018
2266,,, 24/05/2018 ,   Yok ,Kizini Korurken,,Kizinin Sevgilisi,,Atesli Silah,,,,2018
2267,,, 24/08/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,,,,2018
2268,,, 24/08/2018 ,,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Kesici Alet,,,,2018
2269,,, 24/08/2018 ,   Yok ,Ayrilik Talebi,,Kocasi,,Kesici Alet,,,,2018
2270,,, 24/08/2018 ,   Yok ,Bosanma,,Kocasi,,Atesli Silah,,,,2018
2271,,, 24/09/2018 ,   Yok ,Terk Edilme,,Kocasi,,Atesli Silah,,,,2018
2272,,, 24/09/2018 ,   Yok ,Hakaret,,Torunu,,Atesli Silah,,,,2018
2273,,, 24/12/2018 ,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Eski Sevgilisi,,Kesici Alet,,,,2018
2274,,, 25/01/2018 ,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Iskence,,,,2018
2275,,, 25/02/2018 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2018
2276,,, 25/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,,,2018
2277,,, 25/05/2018  ,   Yok ,Siddetli Gecimsizlik,,Kocasi,,Atesli Silah,,,,2018
2278,,, 25/06/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Vurucu Alet,,,,2018
2279,,, 25/08/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2280,,, 25/08/2018 ,   Yok ,Aldatilma Suphesi,,Kayinpederi,,Atesli Silah,,,,2018
2281,,, 25/10/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2018
2282,,, 25/10/2018 ,   Yok ,Barisma Talebi,,Eski Kocasi,,Atesli Silah,,,,2018
2283,,, 25/12/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2284,,, 26/02/2018 ,   Tespit Edilemeyen,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Kesici Alet,,,,2018
2285,,, 26/02/2018 ,   Tespit Edilemeyen ,Ayrilik,,Sevgilisi,,Atesli Silah,,,,2018
2286,,, 26/05/2018 ,   Var ,Tespit Edilemeyen,,Eski Sevgilisi,,Atesli Silah,,,,2018
2287,,, 26/05/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2018
2288,,, 26/06/2018 ,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,,,2018
2289,,, 26/10/2018 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2018
2290,,, 26/12/2018 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,,,2018
2291,,, 26/12/2018 ,   Yok ,Bosanma,,Tanidigi Birisi,,Atesli Silah,,,,2018
2292,,, 27/01/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2018
2293,,, 27/01/2018 ,   Yok ,Reddedilme,,Eski Kocasi,,Kesici Alet,,,,2018
2294,,, 27/02/2018 ,   Yok ,Tartisma,,Eski Sevgilisi,,Kesici Alet,,,,2018
2295,,, 27/02/2018 ,   Yok ,Tartisma,,Abisi,,Kesici Alet,,,,2018
2296,,, 27/02/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2018
2297,,, 27/04/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2018
2298,,, 27/04/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Intihar ,2018
2299,,, 27/04/2018 ,   Tespit Edilemeyen ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2018
2300,,, 27/06/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Enistesi,,Atesli Silah,,,,2018
2301,,, 27/06/2018  ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,,,2018
2302,,, 27/06/2018  ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
2303,,, 27/08/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,,,2018
2304,,, 27/08/2018 ,   Yok ,Kiskanclik,,Nisanlisi,,Kesici Alet,,,,2018
2305,,, 27/08/2018 ,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,,,2018
2306,,, 27/12/2018 ,   Tespit Edilemeyen,Namus,,Akrabasi,,Atesli Silah,,,,2018
2307,,, 28/01/2018 ,   Yok ,Tecavuze Direnme,,Tanimadigi Birisi,,Kesici Alet,,,,2018
2308,,, 28/02/2018 ,   Yok ,Tartisma,,Kocasi,,Darp,,,,2018
2309,,, 28/02/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2018
2310,,, 28/02/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2018
2311,,, 28/03/2018 ,   Var ,Barisma Talebi,,Kocasi,,Atesli Silah,,, Intihar,2018
2312,,, 28/03/2018 ,   Tespit Edilemeyen,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Iskence,,,,2018
2313,,, 28/04/2018 ,   Yok ,Para,,Erkek Kardesi,,Atesli Silah,,,,2018
2314,,, 28/04/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,,,2018
2315,,, 28/04/2018 ,   Yok ,Ayrilik,,Eski Kocasi,,Kesici Alet,,,,2018
2316,,, 28/05/2018 ,   Yok ,Tartisma,,Sevgilisinin Arkadasi,,Atesli Silah,,,,2018
2317,,, 28/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,,,2018
2318,,, 28/06/2018 ,   Yok ,Kiskanclik,,Kocasi,,Bogulma,,,,2018
2319,,, 28/08/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Iskence,,,,2018
2320,,, 28/08/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Bogulma,,,,2018
2321,,, 28/08/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2018
2322,,, 28/09/2018 ,   Var ,Kadin hayatina dair bir karar vermek istedigi icin,,Ailesi,,Iskence,,,,2018
2323,,, 28/09/2018 ,   Yok ,Namus,,Babasi,,Kesici Alet,,,,2018
2324,,, 28/09/2018 ,   Yok  ,Tartisma,,Kocasi,,Kesici Alet,,,,2018
2325,,, 28/09/2018 ,   Yok ,Tecavuz,,Tanimadigi Birisi,,Kesici Alet,,,,2018
2326,,, 28/10/2018 ,   Tespit Edilemeyen ,Kadin hayatina dair bir karar vermek istedigi icin,,Kocasi,,Bogulma,,,,2018
2327,,, 28/11/2018 ,   Yok ,Kiskanclik,,Eski Kocasi,,Bogulma,,,,2018
2328,,, 28/12/2018 ,   Yok ,Kavga,,Kocasi,,Kesici Alet,,,,2018
2329,,, 29/01/2018 ,   Tespit Edilemeyen ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2018
2330,,, 29/03/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2018
2331,,, 29/05/2018 ,   Yok ,Annenin Kizlarini Oldurmesi,,Kocasi,,Kesici Alet,,,,2018
2332,,, 29/06/2018 ,   Yok ,Arkadasini Korurken,,Arkadasinin Kocasi,,Kesici Alet,,,,2018
2333,,, 29/06/2018 ,   Tespit Edilemeyen ,Kriz ve Issizlik,,Sevgilisi,,Atesli Silah,,,,2018
2334,,, 29/06/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Eski Kocasi,,Tespit Edilemeyen,,,,2018
2335,,, 29/09/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2018
